phenotype	tissue	intron	pvalue	rcp
UKB_20002_1065_self_reported_hypertension	Muscle_Skeletal	intron_17_77320348_77402059	3.1570146634987e-14	1
UKB_20002_1065_self_reported_hypertension	Muscle_Skeletal	intron_6_31643977_31644082	1.40577070885352e-13	0.583
UKB_20002_1065_self_reported_hypertension	Muscle_Skeletal	intron_16_89646714_89647203	2.43402418020098e-13	0.531
UKB_20002_1065_self_reported_hypertension	Muscle_Skeletal	intron_6_31643974_31644082	3.95906416902585e-12	0.514
UKB_20002_1065_self_reported_hypertension	Muscle_Skeletal	intron_7_130023723_130026158	7.16597441908485e-11	0.585
UKB_20002_1065_self_reported_hypertension	Muscle_Skeletal	intron_7_134535663_134536709	6.87468465177719e-09	0.573
UKB_20002_1065_self_reported_hypertension	Muscle_Skeletal	intron_17_75828086_75828787	7.26960967852726e-09	0.769
UKB_20002_1065_self_reported_hypertension	Muscle_Skeletal	intron_16_31110499_31110688	8.91903596777869e-09	0.553
UKB_20002_1065_self_reported_hypertension	Muscle_Skeletal	intron_4_2690970_2693586	1.06899411447854e-08	0.954
UKB_20002_1065_self_reported_hypertension	Muscle_Skeletal	intron_17_75828983_75830028	1.86137679566251e-08	0.766
UKB_20002_1065_self_reported_hypertension	Nerve_Tibial	intron_11_1868986_1880087	8.08377347673242e-20	0.684
UKB_20002_1065_self_reported_hypertension	Nerve_Tibial	intron_11_1871412_1880087	4.74072293535805e-17	0.557
UKB_20002_1065_self_reported_hypertension	Nerve_Tibial	intron_4_155718883_155722038	1.03544226481442e-14	0.754
UKB_20002_1065_self_reported_hypertension	Nerve_Tibial	intron_4_155717302_155722038	2.54271011684e-14	0.692
UKB_20002_1065_self_reported_hypertension	Nerve_Tibial	intron_16_89646714_89647203	3.97463705797756e-14	0.675
UKB_20002_1065_self_reported_hypertension	Nerve_Tibial	intron_12_54047917_54053160	3.3597588015032e-12	0.532
UKB_20002_1065_self_reported_hypertension	Nerve_Tibial	intron_19_48724960_48728937	4.94538574820178e-09	0.672
UKB_20002_1065_self_reported_hypertension	Nerve_Tibial	intron_17_75937593_75938147	1.68001048325047e-08	0.528
UKB_20002_1065_self_reported_hypertension	Nerve_Tibial	intron_17_75930047_75931229	2.71858099139957e-08	0.518
UKB_20002_1065_self_reported_hypertension	Ovary	intron_16_89646714_89647203	2.43402418020096e-13	0.582
UKB_20002_1065_self_reported_hypertension	Pancreas	intron_19_11406864_11416614	5.14095257311821e-36	0.957
UKB_20002_1065_self_reported_hypertension	Pancreas	intron_19_11416148_11416614	7.82652116395588e-17	0.669
UKB_20002_1065_self_reported_hypertension	Pituitary	intron_19_11406864_11416614	5.14095257311821e-36	0.674
UKB_20002_1065_self_reported_hypertension	Pituitary	intron_19_11416114_11416614	7.66638418591502e-36	0.993
UKB_20002_1065_self_reported_hypertension	Pituitary	intron_19_11416148_11416614	7.82652116395588e-17	0.832
UKB_20002_1065_self_reported_hypertension	Pituitary	intron_4_2690970_2693586	1.06899411447855e-08	0.618
UKB_20002_1065_self_reported_hypertension	Prostate	intron_19_11406864_11416614	5.14095257311806e-36	0.945
UKB_20002_1065_self_reported_hypertension	Prostate	intron_15_90884544_90885037	2.99138800937587e-28	0.601
UKB_20002_1065_self_reported_hypertension	Prostate	intron_7_27202638_27204712	4.10626357723395e-15	0.614
UKB_20002_1065_self_reported_hypertension	Prostate	intron_4_155718883_155722038	1.2963340548672e-12	0.601
UKB_20002_1065_self_reported_hypertension	Skin_Not_Sun_Exposed_Suprapubic	intron_16_89646714_89647203	2.43402418020098e-13	0.584
UKB_20002_1065_self_reported_hypertension	Skin_Not_Sun_Exposed_Suprapubic	intron_12_54047917_54053160	3.3597588015032e-12	0.553
UKB_20002_1065_self_reported_hypertension	Skin_Not_Sun_Exposed_Suprapubic	intron_17_7857198_7883235	1.95499374848185e-10	0.617
UKB_20002_1065_self_reported_hypertension	Skin_Not_Sun_Exposed_Suprapubic	intron_19_48727158_48727393	2.10188609051747e-09	0.603
UKB_20002_1065_self_reported_hypertension	Skin_Sun_Exposed_Lower_leg	intron_4_155718883_155722038	5.4913521032997e-15	0.643
UKB_20002_1065_self_reported_hypertension	Skin_Sun_Exposed_Lower_leg	intron_16_89646714_89647203	3.97463705797753e-14	0.692
UKB_20002_1065_self_reported_hypertension	Skin_Sun_Exposed_Lower_leg	intron_17_7857198_7883235	1.3528198834862e-10	0.554
UKB_20002_1065_self_reported_hypertension	Skin_Sun_Exposed_Lower_leg	intron_19_48724960_48728937	4.94538574820182e-09	0.586
UKB_20002_1065_self_reported_hypertension	Skin_Sun_Exposed_Lower_leg	intron_19_48724960_48726785	5.13642306645631e-09	0.545
UKB_20002_1065_self_reported_hypertension	Spleen	intron_16_89646714_89647203	3.97463705797753e-14	0.585
UKB_20002_1065_self_reported_hypertension	Spleen	intron_7_130023723_130026158	1.12383707041328e-12	0.98
UKB_20002_1065_self_reported_hypertension	Stomach	intron_19_11416114_11416614	6.98817360992331e-36	0.935
UKB_20002_1065_self_reported_hypertension	Stomach	intron_19_11416148_11416614	7.82652116395588e-17	0.663
UKB_20002_1065_self_reported_hypertension	Stomach	intron_16_89646714_89647203	2.43402418020101e-13	0.6
UKB_20002_1065_self_reported_hypertension	Stomach	intron_7_130024377_130026158	7.53434535742217e-12	0.92
UKB_20002_1065_self_reported_hypertension	Stomach	intron_17_2033842_2035970	6.83250325063165e-09	0.694
UKB_20002_1065_self_reported_hypertension	Testis	intron_20_10986757_10991598	1.31461196213302e-18	0.677
UKB_20002_1065_self_reported_hypertension	Testis	intron_20_10988173_10991598	3.1638575733585e-18	0.688
UKB_20002_1065_self_reported_hypertension	Testis	intron_16_89646714_89647035	3.97463705797753e-14	0.573
UKB_20002_1065_self_reported_hypertension	Testis	intron_7_106777730_106780650	1.13035192603687e-13	0.717
UKB_20002_1065_self_reported_hypertension	Testis	intron_17_46966626_46975199	4.08545124512089e-11	0.588
UKB_20002_1065_self_reported_hypertension	Thyroid	intron_19_11416114_11416614	5.80568688406169e-36	1
UKB_20002_1065_self_reported_hypertension	Thyroid	intron_11_1868986_1880087	1.81177383600588e-22	0.587
UKB_20002_1065_self_reported_hypertension	Thyroid	intron_19_11406864_11411253	2.67579499911408e-16	0.999
UKB_20002_1065_self_reported_hypertension	Thyroid	intron_4_155717302_155722038	1.1870282420719e-14	0.646
UKB_20002_1065_self_reported_hypertension	Thyroid	intron_16_89646714_89647203	2.43402418020098e-13	0.501
UKB_20002_1065_self_reported_hypertension	Thyroid	intron_17_7857198_7883235	2.12437386870988e-10	0.659
UKB_20002_1065_self_reported_hypertension	Thyroid	intron_19_48727158_48727393	4.537394855045e-09	0.507
UKB_20002_1065_self_reported_hypertension	Thyroid	intron_19_48724960_48728937	4.94538574820182e-09	0.632
UKB_20002_1065_self_reported_hypertension	Thyroid	intron_17_75937593_75938147	1.61769555450431e-08	0.501
UKB_20002_1065_self_reported_hypertension	Uterus	intron_4_155718883_155722038	2.15387834915065e-14	0.529
UKB_20002_1065_self_reported_hypertension	Uterus	intron_17_77320348_77402059	2.33873687979641e-12	0.929
UKB_20002_1065_self_reported_hypertension	Uterus	intron_17_7857198_7883235	2.48209509155169e-11	0.625
UKB_20002_1065_self_reported_hypertension	Uterus	intron_19_48727158_48727393	2.1018860905175e-09	0.769
UKB_20002_1065_self_reported_hypertension	Uterus	intron_19_48729590_48735196	3.92170471438433e-09	0.724
UKB_20002_1065_self_reported_hypertension	Vagina	intron_7_27202638_27204808	4.10626357723386e-15	0.709
UKB_20002_1065_self_reported_hypertension	Vagina	intron_7_27202638_27204712	4.1062635772339e-15	0.672
UKB_20002_1065_self_reported_hypertension	Vagina	intron_16_89646714_89647203	3.97463705797753e-14	0.719
UKB_20002_1065_self_reported_hypertension	Vagina	intron_17_75830661_75831098	7.26960967852726e-09	0.644
UKB_20002_1065_self_reported_hypertension	Whole_Blood	intron_6_31643974_31644082	7.54292337663486e-13	0.578
UKB_20002_1065_self_reported_hypertension	Whole_Blood	intron_6_31643977_31644082	1.1918527948156e-11	0.55
UKB_20002_1065_self_reported_hypertension	Whole_Blood	intron_4_2690970_2693586	1.06899411447855e-08	0.789
UKB_20002_1094_self_reported_deep_venous_thrombosis_dvt	Adrenal_Gland	intron_9_133261374_133262099	9.32640918440658e-65	0.588
UKB_20002_1094_self_reported_deep_venous_thrombosis_dvt	Breast_Mammary_Tissue	intron_9_133261374_133262099	1.18651329093324e-56	0.677
UKB_20002_1094_self_reported_deep_venous_thrombosis_dvt	Colon_Transverse	intron_9_133261374_133262099	9.32640918440579e-65	0.66
UKB_20002_1094_self_reported_deep_venous_thrombosis_dvt	Esophagus_Mucosa	intron_9_133261374_133262099	7.53334244929227e-58	0.593
UKB_20002_1094_self_reported_deep_venous_thrombosis_dvt	Lung	intron_9_133261374_133262099	4.63062224197147e-51	0.631
UKB_20002_1094_self_reported_deep_venous_thrombosis_dvt	Nerve_Tibial	intron_9_133261374_133262099	2.0097107759798e-57	0.51
UKB_20002_1094_self_reported_deep_venous_thrombosis_dvt	Ovary	intron_9_133261374_133262099	4.82482443488586e-60	0.713
UKB_20002_1094_self_reported_deep_venous_thrombosis_dvt	Skin_Not_Sun_Exposed_Suprapubic	intron_9_133261374_133262099	3.20923778726081e-50	0.541
UKB_20002_1094_self_reported_deep_venous_thrombosis_dvt	Testis	intron_9_133261374_133262099	2.2971075490103e-62	0.561
UKB_20002_1094_self_reported_deep_venous_thrombosis_dvt	Thyroid	intron_9_133261374_133262099	2.78426084450476e-57	0.664
UKB_20002_1111_self_reported_asthma	Adipose_Subcutaneous	intron_17_39908214_39908958	1.00913236990034e-51	0.779
UKB_20002_1111_self_reported_asthma	Adipose_Subcutaneous	intron_17_39908201_39908958	3.45301188977809e-51	0.777
UKB_20002_1111_self_reported_asthma	Adipose_Subcutaneous	intron_17_39906271_39906961	1.40738499845898e-48	0.556
UKB_20002_1111_self_reported_asthma	Adipose_Subcutaneous	intron_17_39906987_39908176	1.90299464613908e-48	0.645
UKB_20002_1111_self_reported_asthma	Adipose_Subcutaneous	intron_17_39906271_39909756	3.11335036698002e-48	0.684
UKB_20002_1111_self_reported_asthma	Adipose_Subcutaneous	intron_8_144103225_144103553	2.80374695097224e-10	0.645
UKB_20002_1111_self_reported_asthma	Adipose_Subcutaneous	intron_8_144103225_144104025	3.48493921733548e-10	0.816
UKB_20002_1111_self_reported_asthma	Adipose_Visceral_Omentum	intron_17_39908214_39908958	1.25452243802602e-55	0.799
UKB_20002_1111_self_reported_asthma	Adipose_Visceral_Omentum	intron_17_39908201_39908958	1.60223359556483e-51	0.8
UKB_20002_1111_self_reported_asthma	Adipose_Visceral_Omentum	intron_17_39906271_39909756	5.85203051521629e-51	0.712
UKB_20002_1111_self_reported_asthma	Adipose_Visceral_Omentum	intron_8_144103225_144103553	3.30021857372364e-10	0.719
UKB_20002_1111_self_reported_asthma	Adipose_Visceral_Omentum	intron_8_144103225_144103847	8.1458498657184e-10	0.896
UKB_20002_1111_self_reported_asthma	Adrenal_Gland	intron_17_39906271_39909756	5.10209839397955e-39	0.656
UKB_20002_1111_self_reported_asthma	Adrenal_Gland	intron_11_61811075_61812471	5.99042918814918e-11	0.563
UKB_20002_1111_self_reported_asthma	Adrenal_Gland	intron_8_144103225_144103553	2.75684373281961e-10	0.744
UKB_20002_1111_self_reported_asthma	Adrenal_Gland	intron_8_144103225_144103847	4.93633767483514e-10	0.81
UKB_20002_1111_self_reported_asthma	Adrenal_Gland	intron_6_135388033_135394776	4.19275562785724e-09	0.697
UKB_20002_1111_self_reported_asthma	Artery_Aorta	intron_17_39908214_39908958	2.92021385597e-55	0.822
UKB_20002_1111_self_reported_asthma	Artery_Aorta	intron_11_61802462_61802801	7.58350312387969e-11	0.659
UKB_20002_1111_self_reported_asthma	Artery_Aorta	intron_8_144103225_144103553	2.80374695097224e-10	0.807
UKB_20002_1111_self_reported_asthma	Artery_Aorta	intron_8_144103225_144104025	2.94897481242313e-10	0.773
UKB_20002_1111_self_reported_asthma	Artery_Aorta	intron_8_144103225_144103847	5.41778215462793e-10	0.538
UKB_20002_1111_self_reported_asthma	Artery_Coronary	intron_17_39908214_39908958	6.16391623139737e-51	0.787
UKB_20002_1111_self_reported_asthma	Artery_Coronary	intron_8_144103225_144104025	3.03675796930672e-10	0.717
UKB_20002_1111_self_reported_asthma	Artery_Coronary	intron_8_144103225_144103553	4.76355080694005e-10	0.565
UKB_20002_1111_self_reported_asthma	Artery_Tibial	intron_17_39908214_39908958	4.89654271856339e-56	0.773
UKB_20002_1111_self_reported_asthma	Artery_Tibial	intron_19_44749046_44751227	2.54415575701984e-08	0.945
UKB_20002_1111_self_reported_asthma	Brain_Caudate_basal_ganglia	intron_17_39908214_39908958	3.37703104051161e-55	0.7
UKB_20002_1111_self_reported_asthma	Brain_Caudate_basal_ganglia	intron_12_57099903_57099996	1.62879907521486e-23	0.938
UKB_20002_1111_self_reported_asthma	Brain_Caudate_basal_ganglia	intron_11_61781824_61783513	5.64597587184135e-11	0.526
UKB_20002_1111_self_reported_asthma	Brain_Caudate_basal_ganglia	intron_11_61781824_61783498	5.64597587184138e-11	0.52
UKB_20002_1111_self_reported_asthma	Brain_Cerebellar_Hemisphere	intron_17_39908214_39908958	3.90313230025485e-56	0.706
UKB_20002_1111_self_reported_asthma	Brain_Cerebellar_Hemisphere	intron_17_39908201_39908958	3.70196591158184e-51	0.692
UKB_20002_1111_self_reported_asthma	Brain_Cerebellar_Hemisphere	intron_11_61803111_61803363	6.85368111570738e-11	0.509
UKB_20002_1111_self_reported_asthma	Brain_Cerebellum	intron_17_39908201_39908958	1.23282535987241e-51	0.74
UKB_20002_1111_self_reported_asthma	Brain_Cerebellum	intron_17_39908214_39908958	8.97219073750107e-50	0.737
UKB_20002_1111_self_reported_asthma	Brain_Cerebellum	intron_17_39906271_39908176	1.39132156986247e-48	0.641
UKB_20002_1111_self_reported_asthma	Brain_Cerebellum	intron_2_8302425_8312726	2.69295352349023e-13	0.734
UKB_20002_1111_self_reported_asthma	Brain_Cerebellum	intron_8_144103225_144103553	1.82374062164229e-10	0.642
UKB_20002_1111_self_reported_asthma	Brain_Cerebellum	intron_8_144103225_144103847	3.1977170134368e-10	0.693
UKB_20002_1111_self_reported_asthma	Brain_Cortex	intron_17_39908214_39908958	1.45336207394908e-52	0.751
UKB_20002_1111_self_reported_asthma	Brain_Cortex	intron_12_57099903_57099996	1.62879907521485e-23	0.962
UKB_20002_1111_self_reported_asthma	Brain_Cortex	intron_2_8302425_8312726	2.69295352349023e-13	0.624
UKB_20002_1111_self_reported_asthma	Brain_Cortex	intron_11_61790602_61801867	7.30188065268515e-11	0.504
UKB_20002_1111_self_reported_asthma	Brain_Hypothalamus	intron_8_144103225_144103847	2.15776601875872e-10	0.808
UKB_20002_1111_self_reported_asthma	Brain_Hypothalamus	intron_8_144103225_144103553	2.80374695097224e-10	0.712
UKB_20002_1111_self_reported_asthma	Brain_Nucleus_accumbens_basal_ganglia	intron_8_144103225_144103847	1.33131297797469e-10	0.576
UKB_20002_1111_self_reported_asthma	Brain_Putamen_basal_ganglia	intron_8_144103225_144104025	2.80374695097224e-10	0.678
UKB_20002_1111_self_reported_asthma	Brain_Putamen_basal_ganglia	intron_8_144103225_144103553	2.80374695097229e-10	0.72
UKB_20002_1111_self_reported_asthma	Breast_Mammary_Tissue	intron_17_39908201_39908958	4.65892666346164e-52	0.803
UKB_20002_1111_self_reported_asthma	Breast_Mammary_Tissue	intron_17_39908214_39908958	3.20155050417811e-51	0.803
UKB_20002_1111_self_reported_asthma	Breast_Mammary_Tissue	intron_17_39906271_39909756	8.378647934854e-51	0.695
UKB_20002_1111_self_reported_asthma	Breast_Mammary_Tissue	intron_17_39906271_39908176	1.39132156986247e-48	0.534
UKB_20002_1111_self_reported_asthma	Breast_Mammary_Tissue	intron_8_144103225_144103553	4.25541304939522e-10	0.772
UKB_20002_1111_self_reported_asthma	Breast_Mammary_Tissue	intron_8_144103225_144103847	1.19882113448503e-09	0.984
UKB_20002_1111_self_reported_asthma	Cells_Cultured_fibroblasts	intron_17_39908214_39908958	8.15839621728357e-49	0.778
UKB_20002_1111_self_reported_asthma	Cells_Cultured_fibroblasts	intron_8_144103225_144103847	1.16143404731195e-09	0.655
UKB_20002_1111_self_reported_asthma	Cells_EBV-transformed_lymphocytes	intron_17_39908214_39908958	1.18699958946298e-54	0.813
UKB_20002_1111_self_reported_asthma	Cells_EBV-transformed_lymphocytes	intron_17_39906987_39908958	2.0740823743163e-50	0.634
UKB_20002_1111_self_reported_asthma	Cells_EBV-transformed_lymphocytes	intron_17_39906987_39909756	1.91436452288614e-48	0.526
UKB_20002_1111_self_reported_asthma	Cells_EBV-transformed_lymphocytes	intron_12_57100090_57100846	1.62879907521491e-23	0.862
UKB_20002_1111_self_reported_asthma	Colon_Sigmoid	intron_17_39908201_39908958	5.27149951743882e-52	0.802
UKB_20002_1111_self_reported_asthma	Colon_Sigmoid	intron_17_39905985_39906111	1.95290493633981e-50	0.539
UKB_20002_1111_self_reported_asthma	Colon_Sigmoid	intron_17_39908214_39908958	4.01532753595958e-50	0.8
UKB_20002_1111_self_reported_asthma	Colon_Transverse	intron_17_39906987_39908958	6.27156343623224e-56	0.701
UKB_20002_1111_self_reported_asthma	Colon_Transverse	intron_17_39908214_39908958	1.39208208753783e-55	0.792
UKB_20002_1111_self_reported_asthma	Colon_Transverse	intron_17_39908201_39908958	1.10365504113393e-51	0.792
UKB_20002_1111_self_reported_asthma	Colon_Transverse	intron_17_39906987_39909756	1.91436452288614e-48	0.579
UKB_20002_1111_self_reported_asthma	Colon_Transverse	intron_8_144103225_144103553	3.71424868607617e-10	0.784
UKB_20002_1111_self_reported_asthma	Colon_Transverse	intron_8_144103225_144103847	8.89570684269709e-10	0.832
UKB_20002_1111_self_reported_asthma	Esophagus_Gastroesophageal_Junction	intron_17_39908214_39908958	2.16733129410366e-54	0.768
UKB_20002_1111_self_reported_asthma	Esophagus_Gastroesophageal_Junction	intron_17_39906271_39906961	1.40738499845898e-48	0.514
UKB_20002_1111_self_reported_asthma	Esophagus_Gastroesophageal_Junction	intron_17_39906271_39909756	2.30765905393566e-46	0.694
UKB_20002_1111_self_reported_asthma	Esophagus_Gastroesophageal_Junction	intron_2_241744877_241748827	4.97285236766155e-13	0.748
UKB_20002_1111_self_reported_asthma	Esophagus_Gastroesophageal_Junction	intron_8_144103225_144103847	6.2840074455331e-10	0.591
UKB_20002_1111_self_reported_asthma	Esophagus_Mucosa	intron_17_39908214_39908958	3.51792365643761e-55	0.791
UKB_20002_1111_self_reported_asthma	Esophagus_Mucosa	intron_17_39906271_39909756	1.68179955996676e-51	0.715
UKB_20002_1111_self_reported_asthma	Esophagus_Mucosa	intron_17_39906987_39909756	9.59201456958111e-50	0.587
UKB_20002_1111_self_reported_asthma	Esophagus_Mucosa	intron_8_144103225_144103553	2.80374695097224e-10	0.814
UKB_20002_1111_self_reported_asthma	Esophagus_Mucosa	intron_8_144103225_144104025	2.94802258855011e-10	0.748
UKB_20002_1111_self_reported_asthma	Esophagus_Muscularis	intron_17_39908214_39908958	2.25045098861829e-53	0.83
UKB_20002_1111_self_reported_asthma	Esophagus_Muscularis	intron_17_39908201_39908958	1.03197151214056e-51	0.833
UKB_20002_1111_self_reported_asthma	Esophagus_Muscularis	intron_17_39906271_39906961	2.95266748355955e-43	0.538
UKB_20002_1111_self_reported_asthma	Esophagus_Muscularis	intron_17_39905985_39906111	3.33792170572535e-43	0.732
UKB_20002_1111_self_reported_asthma	Esophagus_Muscularis	intron_8_144103225_144104025	2.80374695097224e-10	0.52
UKB_20002_1111_self_reported_asthma	Esophagus_Muscularis	intron_11_61816426_61837778	2.83453049123016e-10	0.6
UKB_20002_1111_self_reported_asthma	Esophagus_Muscularis	intron_8_144103225_144103553	2.84354430924394e-10	0.848
UKB_20002_1111_self_reported_asthma	Esophagus_Muscularis	intron_8_144103225_144103847	5.28666495246437e-10	0.878
UKB_20002_1111_self_reported_asthma	Heart_Atrial_Appendage	intron_17_39908214_39908958	1.41559822757124e-52	0.752
UKB_20002_1111_self_reported_asthma	Heart_Atrial_Appendage	intron_12_57099903_57099996	1.62879907521486e-23	0.966
UKB_20002_1111_self_reported_asthma	Heart_Atrial_Appendage	intron_12_57099819_57099996	1.62879907521491e-23	0.966
UKB_20002_1111_self_reported_asthma	Heart_Atrial_Appendage	intron_8_144103225_144104025	2.62840600750675e-10	0.879
UKB_20002_1111_self_reported_asthma	Heart_Left_Ventricle	intron_17_39908214_39908958	3.59575635073394e-55	0.717
UKB_20002_1111_self_reported_asthma	Kidney_Cortex	intron_17_39908214_39908958	6.79285387801545e-44	0.642
UKB_20002_1111_self_reported_asthma	Liver	intron_17_39908214_39908958	1.20841144507717e-53	0.517
UKB_20002_1111_self_reported_asthma	Liver	intron_17_39908201_39908958	1.53843168189517e-50	0.516
UKB_20002_1111_self_reported_asthma	Liver	intron_8_144103225_144103553	3.44828057135741e-10	0.611
UKB_20002_1111_self_reported_asthma	Lung	intron_17_39908214_39908958	7.14020685661173e-56	0.834
UKB_20002_1111_self_reported_asthma	Lung	intron_17_39908201_39908958	2.41458429748358e-51	0.833
UKB_20002_1111_self_reported_asthma	Lung	intron_17_39906987_39909756	8.77680413128324e-49	0.585
UKB_20002_1111_self_reported_asthma	Lung	intron_17_39906987_39908958	9.08200670366922e-45	0.558
UKB_20002_1111_self_reported_asthma	Lung	intron_17_39906271_39909756	1.46840530405097e-44	0.753
UKB_20002_1111_self_reported_asthma	Lung	intron_2_102340828_102341188	1.20726483355444e-39	0.641
UKB_20002_1111_self_reported_asthma	Lung	intron_2_102341357_102342223	1.23445862079245e-39	0.728
UKB_20002_1111_self_reported_asthma	Lung	intron_12_57100090_57100846	1.62879907521491e-23	0.55
UKB_20002_1111_self_reported_asthma	Lung	intron_16_27355907_27358916	1.25824078083087e-12	0.67
UKB_20002_1111_self_reported_asthma	Lung	intron_19_44750105_44751227	2.82702132697412e-09	0.994
UKB_20002_1111_self_reported_asthma	Lung	intron_19_44749046_44751227	1.95286144397178e-08	0.994
UKB_20002_1111_self_reported_asthma	Minor_Salivary_Gland	intron_17_39908214_39908958	5.65361609465777e-53	0.782
UKB_20002_1111_self_reported_asthma	Nerve_Tibial	intron_17_39908214_39908958	2.27948620511679e-55	0.771
UKB_20002_1111_self_reported_asthma	Nerve_Tibial	intron_17_39906271_39909756	1.30813430475551e-15	0.627
UKB_20002_1111_self_reported_asthma	Nerve_Tibial	intron_8_144103225_144104025	2.80374695097227e-10	0.505
UKB_20002_1111_self_reported_asthma	Nerve_Tibial	intron_11_61826137_61826283	5.75395644437247e-10	0.518
UKB_20002_1111_self_reported_asthma	Nerve_Tibial	intron_19_44749046_44751227	1.54920955073887e-08	0.934
UKB_20002_1111_self_reported_asthma	Ovary	intron_17_39908214_39908958	3.00673428429734e-56	0.761
UKB_20002_1111_self_reported_asthma	Ovary	intron_2_241750294_241750547	4.17155103905397e-27	0.638
UKB_20002_1111_self_reported_asthma	Pancreas	intron_17_39908214_39908958	2.43614073534585e-54	0.777
UKB_20002_1111_self_reported_asthma	Pancreas	intron_8_144103225_144103553	2.31800987390817e-10	0.669
UKB_20002_1111_self_reported_asthma	Pancreas	intron_8_144103225_144104025	2.47070816358113e-10	0.678
UKB_20002_1111_self_reported_asthma	Pancreas	intron_19_44749046_44751227	6.69806851516805e-09	0.663
UKB_20002_1111_self_reported_asthma	Pituitary	intron_17_39908214_39908958	2.28123252859109e-51	0.707
UKB_20002_1111_self_reported_asthma	Pituitary	intron_17_39906271_39909756	4.15419888685691e-45	0.623
UKB_20002_1111_self_reported_asthma	Pituitary	intron_17_39909042_39909756	2.08174411467305e-36	0.595
UKB_20002_1111_self_reported_asthma	Pituitary	intron_2_241750579_241751246	1.51647136971863e-26	0.738
UKB_20002_1111_self_reported_asthma	Pituitary	intron_8_144103225_144104025	2.60529191071893e-10	0.575
UKB_20002_1111_self_reported_asthma	Pituitary	intron_8_144103225_144103553	2.80374695097227e-10	0.67
UKB_20002_1111_self_reported_asthma	Prostate	intron_17_39908214_39908958	3.14222700399122e-56	0.786
UKB_20002_1111_self_reported_asthma	Prostate	intron_17_39908201_39908958	9.16215697176414e-52	0.786
UKB_20002_1111_self_reported_asthma	Prostate	intron_17_39906271_39908176	1.91436452288601e-48	0.603
UKB_20002_1111_self_reported_asthma	Prostate	intron_6_32642253_32642610	8.90351061612322e-13	0.966
UKB_20002_1111_self_reported_asthma	Skin_Not_Sun_Exposed_Suprapubic	intron_17_39908214_39908958	3.85981714820901e-55	0.767
UKB_20002_1111_self_reported_asthma	Skin_Not_Sun_Exposed_Suprapubic	intron_17_39906987_39908958	3.46414623347045e-52	0.581
UKB_20002_1111_self_reported_asthma	Skin_Not_Sun_Exposed_Suprapubic	intron_17_39908201_39908958	1.50088911271062e-50	0.766
UKB_20002_1111_self_reported_asthma	Skin_Not_Sun_Exposed_Suprapubic	intron_17_39906271_39909756	5.44092380283116e-40	0.656
UKB_20002_1111_self_reported_asthma	Skin_Not_Sun_Exposed_Suprapubic	intron_8_144103225_144103847	5.8865756590447e-10	0.522
UKB_20002_1111_self_reported_asthma	Skin_Not_Sun_Exposed_Suprapubic	intron_6_135388033_135394776	3.19222103610736e-09	0.695
UKB_20002_1111_self_reported_asthma	Skin_Sun_Exposed_Lower_leg	intron_17_39908214_39908958	1.54434503050698e-55	0.771
UKB_20002_1111_self_reported_asthma	Skin_Sun_Exposed_Lower_leg	intron_17_39908201_39908958	1.37939918652599e-51	0.766
UKB_20002_1111_self_reported_asthma	Skin_Sun_Exposed_Lower_leg	intron_17_39906987_39908176	5.04669626272919e-50	0.598
UKB_20002_1111_self_reported_asthma	Skin_Sun_Exposed_Lower_leg	intron_17_39909042_39909756	1.95548762836627e-48	0.746
UKB_20002_1111_self_reported_asthma	Skin_Sun_Exposed_Lower_leg	intron_17_39906271_39909756	7.3856507621449e-46	0.67
UKB_20002_1111_self_reported_asthma	Skin_Sun_Exposed_Lower_leg	intron_8_144103225_144103553	2.80374695097224e-10	0.794
UKB_20002_1111_self_reported_asthma	Skin_Sun_Exposed_Lower_leg	intron_8_144103225_144103847	6.85345026900940e-10	0.827
UKB_20002_1111_self_reported_asthma	Skin_Sun_Exposed_Lower_leg	intron_18_63753120_63782355	6.11092504788595e-09	0.877
UKB_20002_1111_self_reported_asthma	Small_Intestine_Terminal_Ileum	intron_17_39906271_39909756	3.07187129683192e-53	0.503
UKB_20002_1111_self_reported_asthma	Small_Intestine_Terminal_Ileum	intron_17_39908214_39908958	1.22617432728769e-52	0.749
UKB_20002_1111_self_reported_asthma	Small_Intestine_Terminal_Ileum	intron_17_39908201_39908958	3.18066432154962e-52	0.779
UKB_20002_1111_self_reported_asthma	Small_Intestine_Terminal_Ileum	intron_17_39906271_39906961	4.923090221396e-50	0.682
UKB_20002_1111_self_reported_asthma	Small_Intestine_Terminal_Ileum	intron_17_39905985_39906111	1.21240019899492e-45	0.693
UKB_20002_1111_self_reported_asthma	Spleen	intron_17_39908214_39908958	1.44160612316528e-55	0.688
UKB_20002_1111_self_reported_asthma	Spleen	intron_17_39908201_39908958	8.51970412218794e-52	0.688
UKB_20002_1111_self_reported_asthma	Spleen	intron_17_39906271_39909756	4.6056191140827e-45	0.574
UKB_20002_1111_self_reported_asthma	Stomach	intron_17_39908214_39908958	8.30117896157339e-53	0.769
UKB_20002_1111_self_reported_asthma	Stomach	intron_17_39906987_39909756	1.29032602079048e-50	0.537
UKB_20002_1111_self_reported_asthma	Stomach	intron_17_39906987_39908176	2.01415438275137e-50	0.505
UKB_20002_1111_self_reported_asthma	Stomach	intron_17_39908201_39908958	2.04710133068291e-50	0.771
